Year,Category,Subject,World Rank,Institution,Country,Total Score,Q1,CNCI,IC,TOP,AWARD
2021,Natural Sciences,Mathematics,301-400,University of Verona,Italy,,24.6,96.8,80.5,0.0,0.0
2021,Natural Sciences,Mathematics,301-400,University of Versailles Saint-Quentin-en-Yvelines,France,,30.2,56.5,68.0,16.2,0.0
2021,Natural Sciences,Mathematics,301-400,University of Wroclaw,Poland,,31.9,58.8,68.8,16.2,0.0
2021,Natural Sciences,Mathematics,301-400,University of Zagreb,Croatia,,43.3,61.9,72.3,0.0,0.0
2021,Natural Sciences,Mathematics,301-400,University of Zaragoza,"Spain {includes CEUTA, MELILLA}",,43.3,67.3,68.0,0.0,0.0
2021,Natural Sciences,Mathematics,301-400,Virginia Polytechnic Institute and State University,United States,,42.9,73.5,66.7,0.0,0.0
2021,Natural Sciences,Mathematics,301-400,Vrije Universiteit Amsterdam,Netherlands,,26.4,60.4,81.8,16.2,0.0
2021,Natural Sciences,Mathematics,301-400,Washington University in St. Louis,United States,,29.8,63.8,59.7,16.2,0.0
2021,Natural Sciences,Mathematics,301-400,Yantai University,China,,26.6,100.0,57.7,0.0,0.0
2021,Natural Sciences,Mathematics,301-400,Yeungnam University,"Korea (South) [Korea, Republic of]",,27.0,100.0,85.4,0.0,0.0
2021,Natural Sciences,Mathematics,301-400,Zhengzhou University,China,,43.7,78.6,33.9,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Aligarh Muslim University,India,,29.3,76.4,81.5,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Amirkabir University of Technology,"Iran [Iran, Islamic Republic of]",,35.7,79.6,47.7,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Babeș-Bolyai University,Romania,,38.2,66.1,77.7,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Brandeis University,United States,,24.1,69.6,58.8,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,Chongqing Normal University,China,,32.7,77.7,51.8,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Civil Aviation University of China,China,,27.8,100.0,48.0,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Dartmouth College,United States,,25.4,63.4,69.8,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,Donghua University,China,,32.7,85.7,56.3,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Duy Tan University,Vietnam,,24.4,84.1,75.9,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Ecole des Ponts ParisTech,France,,33.7,76.0,70.1,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Ghent University,Belgium,,41.4,60.6,76.0,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Guangzhou University,China,,37.4,79.0,49.3,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Gyeongsang National University,"Korea (South) [Korea, Republic of]",,34.3,71.1,85.2,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Hangzhou Dianzi University,China,,36.8,71.5,58.8,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Harbin Engineering University,China,,30.7,82.6,52.2,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Hiroshima University,Japan,,27.4,59.6,48.0,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,Hokkaido University,Japan,,28.6,53.7,57.7,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,Huaiyin Normal University,China,,29.8,100.0,34.3,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Hunan Normal University,China,,41.7,67.1,44.6,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Huzhou University,China,,26.6,100.0,55.2,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,INHA University,"Korea (South) [Korea, Republic of]",,27.4,81.0,75.5,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Johannes Kepler University Linz,Austria,,39.5,63.1,76.9,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Kaohsiung Medical University,"China (Taiwan) [Taiwan, Province Of China]",,20.3,87.4,94.8,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Keio University,Japan,,21.8,72.3,57.1,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,King Fahd University of Petroleum & Minerals,Saudi Arabia,,34.6,69.7,82.8,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,King Mongkut's University of Technology North Bangkok,Thailand,,25.4,84.7,78.9,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,King Mongkut's University of Technology Thonburi,Thailand,,26.8,79.9,86.7,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Lanzhou University of Technology,China,,28.2,100.0,37.5,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Leibniz University Hannover,Germany,,37.4,64.0,74.6,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Lobachevsky State University of Nizhni Novgorod,Russia [Russian Federation],,32.9,69.5,71.4,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Loughborough University,United Kingdom,,28.4,72.9,83.2,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Missouri University of Science and Technology,United States,,28.2,78.2,77.8,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Monash University,Australia,,34.0,63.4,80.2,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Moscow State University,Russia [Russian Federation],,46.8,53.6,48.7,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,"National University of Ireland, Galway",Ireland,,30.7,75.8,92.1,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Newcastle University,United Kingdom,,23.0,62.1,86.2,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,Novosibirsk State University,Russia [Russian Federation],,30.5,59.3,54.2,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,Politecnico di Bari,Italy,,26.4,87.6,61.0,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Pusan National University,"Korea (South) [Korea, Republic of]",,28.9,53.3,52.5,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,Quaid-i-Azam University,Pakistan,,25.8,88.3,82.6,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Queen's University,Canada,,21.6,53.4,78.2,22.9,0.0
2021,Natural Sciences,Mathematics,401-500,Shanxi University,China,,41.9,72.9,40.7,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Sichuan Normal University,China,,26.0,100.0,48.8,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Slovak University of Technology in Bratislava,Slovakia,,29.3,73.7,84.0,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Soochow University (China),China,,41.6,67.1,48.3,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Southern University of Science and Technology,China,,30.7,79.5,72.9,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Southwest Jiaotong University,China,,32.1,80.0,54.6,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Southwestern University of Finance and Economics,China,,35.8,80.5,47.3,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Stockholm University,Sweden,,23.0,59.6,77.1,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,Taiyuan University of Technology,China,,32.7,80.1,58.8,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Technical University of Denmark,Denmark,,34.4,71.2,81.0,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Technical University of Dortmund,Germany,,29.5,55.7,64.9,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,Temple University,United States,,27.6,61.4,63.5,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,The University of Adelaide,Australia,,30.7,75.4,76.4,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,The University of Texas at Arlington,United States,,26.4,77.9,84.2,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,The University of Western Australia,Australia,,30.2,72.0,86.0,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Tohoku University,Japan,,42.2,59.7,57.1,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,TU Dresden,Germany,,37.8,62.2,74.8,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Universidad Del Bio-Bio,Chile,,33.7,68.1,76.7,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Universite de Tunis El Manar,Tunisia,,41.4,53.8,73.0,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University at Albany (State University of New York),United States,,19.8,70.0,75.8,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,University of Aveiro,"Portugal {Includes Madeira, Azores}",,31.7,74.4,82.1,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Barcelona,"Spain {includes CEUTA, MELILLA}",,38.8,60.1,73.2,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Belgrade,,,35.1,65.5,72.3,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Bergen,Norway,,33.8,68.4,88.2,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Cagliari,Italy,,27.6,82.9,73.0,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Coimbra,"Portugal {Includes Madeira, Azores}",,35.4,62.2,80.7,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Cologne,Germany,,37.5,67.6,76.4,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Delaware,United States,,35.5,67.0,73.2,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Denver,United States,,19.0,75.7,70.6,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,University of Ferrara,Italy,,30.4,82.1,70.7,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Graz,Austria,,33.4,69.4,75.3,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Houston,United States,,39.6,66.0,72.2,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Ioannina,Greece,,29.7,76.7,91.4,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Mainz,Germany,,26.8,59.0,70.2,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,University of Manitoba,Canada,,28.0,55.5,73.1,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,University of Miami,United States,,26.6,81.7,81.1,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of North Carolina at Chapel Hill,United States,,37.8,66.0,61.8,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Osnabrueck,Germany,,19.3,66.3,80.9,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,University of Ottawa,Canada,,25.6,58.2,74.1,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,University of Oulu,Finland,,20.8,68.4,64.9,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,University of Salamanca,"Spain {includes CEUTA, MELILLA}",,25.8,86.4,65.0,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Salerno,Italy,,30.5,71.4,76.7,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Santiago Compostela,"Spain {includes CEUTA, MELILLA}",,35.8,72.0,78.6,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Science and Technology Beijing,China,,37.3,78.1,54.3,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Strathclyde,United Kingdom,,33.5,70.0,84.7,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Stuttgart,Germany,,37.0,70.3,71.4,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Surrey,United Kingdom,,26.8,57.9,65.7,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,University of Texas Rio Grande Valley,United States,,29.7,72.7,81.5,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Trento,Italy,,35.2,68.4,65.9,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Valencia,"Spain {includes CEUTA, MELILLA}",,38.6,54.8,79.7,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Wollongong,Australia,,31.6,73.2,79.4,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,University of Wuerzburg,Germany,,35.5,68.3,75.3,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Utah State University,United States,,25.6,82.3,81.5,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Vanderbilt University,United States,,34.4,68.4,65.5,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Vrije Universiteit Brussel (VUB),Belgium,,20.3,63.6,76.4,16.2,0.0
2021,Natural Sciences,Mathematics,401-500,Waseda University,Japan,,38.9,67.1,62.9,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Xidian University,China,,38.8,68.8,44.4,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,York University,Canada,,36.4,68.3,83.4,0.0,0.0
2021,Natural Sciences,Mathematics,401-500,Yunnan Normal University,China,,23.9,100.0,42.3,0.0,0.0
